"","country","study_num","max_depth_cm","Items_kg","latitude","longitude"
"612","Portugal","19",10,49000,40.167878,-8.471072
"613","Portugal","19",10,55000,40.200725,-8.482678
"614","Portugal","19",10,69000,40.147953,-8.437483
"615","Portugal","19",10,144000,40.200083,-8.462731
"616","Portugal","19",10,87000,40.177586,-8.4676
"617","Portugal","19",10,96000,40.224772,-8.419717
"618","Portugal","19",10,80000,40.229144,-8.407475
"619","Portugal","19",10,186000,40.233619,-8.426144
"620","Portugal","19",10,62000,40.207467,-8.405089
"621","Portugal","19",10,128000,40.184347,-8.487767
"622","Portugal","19",10,55000,40.161825,-8.446417
"623","Portugal","19",10,95000,40.159847,-8.454933
"624","Portugal","19",10,103000,40.194517,-8.459508
"625","Portugal","19",10,42000,40.193772,-8.465142
"626","Portugal","19",10,146000,40.2148,-8.432944
"627","Portugal","19",10,111000,40.221881,-8.413642
"628","Portugal","19",10,68000,40.229342,-8.430144
"629","Portugal","19",10,170000,40.197564,-8.411158
"630","Portugal","19",10,150000,40.209789,-8.486578
"631","Portugal","19",10,101000,40.171383,-8.452956
"632","Portugal","19",10,162000,40.160239,-8.504325
"633","Portugal","19",10,137000,40.284031,-8.472197
"634","Portugal","19",10,99000,40.181197,-8.554139
"643","China","20",2,0,44.91666667,85.76694444
"644","China","20",2,23.24798686,44.91666667,85.76694444
"645","China","20",2,800.7090852,44.91666667,85.76694444
"646","China","20",2,0,44.90944444,85.77611111
"647","China","20",2,29.05998357,44.90944444,85.77611111
"648","China","20",2,1421.258626,44.90944444,85.77611111
"649","China","20",2,0.61994012,44.91055556,85.72805556
"650","China","20",2,56.66696796,44.91055556,85.72805556
"651","China","20",2,6695.929725,44.91055556,85.72805556
"652","China","20",2,1.141994958,44.94472222,85.66694444
"653","China","20",2,183.5622296,44.94472222,85.66694444
"654","China","20",2,8077.152897,44.94472222,85.66694444
"655","Pakistan","21",5,3275,31.398616,74.192657
"656","Pakistan","21",5,2200,31.389192,74.217253
"657","Pakistan","21",5,2500,31.368197,74.193004
"658","Pakistan","21",5,6875,31.395924,74.251414
"659","Pakistan","21",5,1900,31.430162,74.269436
"660","Pakistan","21",5,4575,31.47782,74.231374
"661","Pakistan","21",5,3475,31.470949,74.231489
"662","Pakistan","21",5,6250,31.469127,74.236992
"663","Pakistan","21",5,2650,31.516177,74.25685
"664","Pakistan","21",5,3775,31.518291,74.288713
"665","Pakistan","21",5,1750,31.542505,74.267236
"666","Pakistan","21",5,6400,31.396399,74.358388
"667","Pakistan","21",5,2200,31.39774,74.36216
"668","Pakistan","21",5,4625,31.450288,74.334833
"669","Pakistan","21",5,2050,31.463066,74.335291
"670","Pakistan","21",5,3550,31.460892,74.371579
"671","Pakistan","21",5,5300,31.454492,74.376644
"672","Pakistan","21",5,4275,31.483041,74508729
"673","Pakistan","21",5,1975,31.48203,74.446086
"674","Pakistan","21",5,10750,31.488994,74.402336
"675","Pakistan","21",5,6575,31.5304,74.427791
"676","Pakistan","21",5,4125,31.506058,74.36259
"677","Pakistan","21",5,3325,31.514317,74.3309
"678","Pakistan","21",5,7700,31.595453,74.489476
"679","Pakistan","21",5,3975,31.504507,74.362009
"680","Pakistan","21",5,6925,31.544199,74.34736
"681","Pakistan","21",5,6025,31.539541,74.352409
"682","Pakistan","21",5,2475,31.55479,74.358676
"683","Pakistan","21",5,3625,31.550032,74.374111
"684","Pakistan","21",5,12200,31.550655,74.332654
"685","Pakistan","21",5,6075,31.556788,74.32781
"686","Pakistan","21",5,1775,31.547614,74.321868
"687","Pakistan","21",5,3925,31.567177,74.29191
"688","Pakistan","21",5,2900,31.594883,74.313856
"689","Pakistan","21",5,4900,31.600041,74.317057
"690","Pakistan","21",5,3875,31.639396,74.283535
"691","Pakistan","21",5,3350,31.580242,74.374066
"692","Pakistan","21",5,5825,31.58932,74.396899
"693","Pakistan","21",5,3500,31.607623,74.394388
"694","Pakistan","21",5,5900,31.63166,74.435324
"698","China","22",5,1690,40.55,81.16666667
"699","China","22",10,1620,40.55,81.16666667
"700","China","22",15,1640,40.55,81.16666667
"701","China","22",20,1570,40.55,81.16666667
"702","China","22",25,1600,40.55,81.16666667
"703","China","22",30,1500,40.55,81.16666667
"704","China","22",35,890,40.55,81.16666667
"705","China","22",40,720,40.55,81.16666667
"706","China","22",45,200,40.55,81.16666667
"707","China","22",50,130,40.55,81.16666667
"708","China","22",65,89,40.55,81.16666667
"709","China","22",60,93,40.55,81.16666667
"710","China","22",70,76,40.55,81.16666667
"711","China","22",80,65,40.55,81.16666667
"715","Korea","23",5,150,37.11,127.15
"716","Korea","23",5,250,37.110032,127.150252
"717","Korea","23",5,350,37.109756,127.150487
"718","Korea","23",5,245,37.109302,127.149667
"719","Korea","23",5,125,37.109131,127.15642
"720","Korea","23",5,20,37.109193,127.148908
"721","Korea","23",5,160,37.10896,127.148975
"722","Korea","23",5,170,37.108776,127.149026
"723","Korea","23",5,190,37.108439,127.149523
"724","Korea","23",5,30,37.108171,127.149719
"725","Korea","23",5,60,37.10789,127.149821
"726","Korea","23",5,100,37.107511,127.147486
"727","Korea","23",5,90,37.106662,127.14784
"728","Korea","23",5,100,37.108363,127.152109
"729","Korea","23",5,28,37.108115,127.152205
"730","Korea","23",5,35,37.106437,127.152609
"731","Korea","23",5,13,37.105711,127.150514
"732","Korea","23",5,30,37.104859,127.153306
"733","Korea","23",5,250,37.104053,127.152379
"740","Netherlands","24",30,4251.73,52.314974,4.832371
"741","Netherlands","24",30,3066.67,52.378034,5.196524
"742","Netherlands","24",30,2861.33,52.324843,4.988888
"743","Netherlands","24",30,2000,52.402061,4.907793
"744","Netherlands","24",30,8000,52.345949,4.929661
"745","Netherlands","24",30,1199,52.225659,4.498961
"746","Netherlands","24",30,1900,52.329614,4.992323
"747","Netherlands","24",30,1024.73,52.363867,4.952029
"748","Netherlands","24",30,1000,52.310621,4.99224
"749","Netherlands","24",30,200,52.296532,4.997242
"750","Netherlands","24",30,37600,52.377639,4.832487
"751","Netherlands","24",30,9381,52.328696,4.873292
"752","Netherlands","24",30,600,52.362572,4.880998
"753","Netherlands","24",30,61975,52.311365,4.962108
"754","Netherlands","24",30,2200,52.39546,4.919464
"755","Netherlands","24",30,800,52.359416,4.918927
"756","Netherlands","24",30,2066.67,52.377127,4.78992
"757","Netherlands","24",30,9700,52.365742,4.84542
"758","Netherlands","24",30,6400,52.36573,4.812501
"759","Netherlands","24",30,2800,52.358397,4.851355
"760","Netherlands","24",30,6400,52.358148,4.868113
"761","Netherlands","24",30,1796,52.367799,4.908826
"762","Netherlands","24",30,6933.33,52.381737,4.865283
"766","China ","25",5,1740,36.864524,107.71808
"767","China ","25",5,3402,36.892456,107.750089
"768","China ","25",5,1979,36.941312,107.72099
"769","China ","25",5,3298,36.950614,107.761729
"770","China ","25",5,2051,36.994785,107.73554
"771","China ","25",5,3485,36.983164,107.805377
"772","China ","25",5,4628,36.964566,107.863576
"773","China ","25",5,4389,36.934334,107.930503
"774","China ","25",5,2602,36.929682,107.936323
"775","China ","25",5,4327,37.038931,107.796648
"776","China ","25",5,1636,37.045899,107.851936
"777","China ","25",5,3007,36.973865,107.933413
"778","China ","25",5,3018,36.726385,107.999449
"779","China ","25",5,1688,36.872657,108.146477
"780","China ","25",5,3059,36.845872,108.235998
"781","China ","25",5,1688,36.982673,108.183924
"782","China ","25",5,1376,36.663538,108.048149
"783","China ","25",5,1328,36.661047,108.122675
"784","China ","25",5,3132,36.661047,108.215833
"785","China ","25",5,2740,36.623673,108.29657
"786","China ","25",5,1260,36.583787,108.395939
"787","China ","25",5,1855,36.646099,108.122675
"788","China ","25",5,2655,36.738229,107.945674
"789","China ","25",5,2264,36.720807,107.989148
"790","China ","25",5,766,36.516433,108.420781
"791","China ","25",5,3609,36.543881,108.380413
"792","China ","25",5,5549,36.616196,108.228254
"793","China ","25",5,4102,36.723296,107.976727
"794","China ","25",5,4766,36.767034,108.035729
"795","China ","25",5,2962,36.860161,107.960027
"796","China ","25",5,1685,36.75668,108.080043
"797","China ","25",5,2060,36.76117,108.104046
"798","China ","25",5,1243,36.820264,108.124357
"799","China ","25",5,2315,36.670832,108.190828
"800","China ","25",5,7455,36.721168,108.242527
"801","China ","25",5,1957,36.731527,108.264684
"802","China ","25",5,3950,36.722648,108.297919
"803","China ","25",5,4137,36.706366,108.334847
"804","China ","25",5,8960,36.724397,108.347101
"805","China ","25",5,3202,36.780076,108.272461
"806","China ","25",5,665,36.783168,108.235141
"807","China ","25",5,2827,36.825414,108.30206
"808","China ","25",5,1642,36.872785,108.347101
"809","China ","25",5,2245,34.874844,108.142485
"810","China ","25",5,1206,36.890284,108.100018
"811","China ","25",5,2290,36.927327,108.112887
"812","China ","25",5,4927,36.896459,108.16951
"813","China ","25",5,3909,36.922183,108.239002
"814","China ","25",5,1870,36.840864,108.242863
"815","China ","25",5,1580,36.978747,108.491232
"816","China ","25",5,3430,36.944814,108.251871
"817","China ","25",5,2245,36.950984,108.184953
"818","China ","25",5,2183,36.959211,108.281469
"819","China ","25",5,2266,36.990054,108.273748
"820","China ","25",5,2245,36.982859,108.304633
"821","China ","25",5,2100,36.990054,108.329084
"822","China ","25",5,1455,37.006499,108.361256
"823","China ","25",5,2349,37.022364,108.36523
"824","China ","25",5,2121,37.053027,107.934736
"825","China ","25",5,1622,37.013903,107.95328
"826","China ","25",5,2328,36.998036,107.973149
"827","China ","25",5,644,37.072053,108.457952
"828","China ","25",5,3056,37.032939,108.418214
"829","China ","25",5,1571,37.038225,108.346686
"830","China ","25",5,4687,37.024479,108.299
"831","China ","25",5,9374,36.982166,108.179787
"832","China ","25",5,3632,36.99063,108.15197
"833","China ","25",5,2724,36.965234,108.129452
"834","China ","25",5,3141,37.038225,108.13475
"835","China ","25",5,3877,37.037168,108.204954
"836","China ","25",5,2626,37.00121,108.173164
"837","China ","25",5,1890,37.103752,108.000966
"838","China ","25",5,2037,37.084734,108.006264
"839","China ","25",5,1840,37.081564,108.03673
"840","China ","25",5,1644,37.130158,108.059248
"841","China ","25",5,3411,37.053027,108.081766
"842","China ","25",5,4761,37.00121,108.048651
"843","China ","25",5,2773,36.983224,108.126803
"844","China ","25",5,1840,36.945123,108.113557
"845","China ","25",5,4883,37.030824,108.214226
"846","China ","25",5,1816,37.024479,108.261912
"847","China ","25",5,10258,37.114316,108.101635
"848","China ","25",5,2012,37.165,108.116206
"849","China ","25",5,3362,37.12699,108.313571
"850","China ","25",5,3755,37.107978,108.246016
"851","China ","25",5,3951,37.129102,108.173164
"852","China ","25",5,368,37.099526,108.118855
"853","China ","25",5,2061,37.059369,108.197006
"854","China ","25",5,5914,37.035566,108.167424
"855","China ","25",5,4074,37.00387,107.796296
"856","China ","25",5,5055,36.701731,107.965242
"864","South Korea","26",5,16325,37.540982,127.125105
"865","South Korea","26",5,9300,37.527589,127.140527
"866","South Korea","26",5,1025,37.526443,127.145585
"867","South Korea","26",5,2825,37.532074,127.14894
"868","South Korea","26",5,2600,37.544001,127.168835
"869","South Korea","26",5,7750,37.549468,127.157156
"870","South Korea","26",5,2275,37.555006,127.141943
"871","South Korea","26",5,1250,37.557839,127.1411
"872","South Korea","26",5,675,37.558189,127.142361
"873","South Korea","26",5,5850,37.560656,127.136056
"874","South Korea","26",5,5050,37.544992,127.178184
"875","South Korea","26",5,3300,37.540978,127.181345
"876","South Korea","26",5,1575,37.562239,127.136452
"877","South Korea","26",5,12325,37.560244,127.140935
"878","South Korea","26",5,2950,37.560652,127.136362
"879","South Korea","26",5,2000,37.538737,127.169792
"880","South Korea","26",5,9200,37.537691,127.168261
"881","South Korea","26",5,7650,37.537879,127.164645
"882","South Korea","26",5,2500,37.558128,127.138594
"883","South Korea","26",5,3925,37.558208,127.127201
"884","South Korea","26",5,8625,37.558508,127.128918
"885","South Korea","26",5,0,37.539433,127.156685
"886","South Korea","26",5,2250,37.538746,127.155382
"887","South Korea","26",5,0,37.53886,127.155699
"888","South Korea","26",5,0,37.54153,127.155269
"889","South Korea","26",5,0,37.538468,127.155531
"890","South Korea","26",5,0,37.567356,127.147236
"891","South Korea","26",5,2975,37.565515,127.146118
"892","South Korea","26",5,2350,37.564447,127.147473
"893","South Korea","26",5,425,37.567069,127.145338
"894","South Korea","26",5,2975,37.567129,127.148828
"895","South Korea","26",5,1325,37.531672,127.143647
"896","South Korea","26",5,2525,37.53396,127.14517
"897","South Korea","26",5,1400,37.536273,127.144357
"898","South Korea","26",5,9375,37.550808,127.145309
"899","South Korea","26",5,1125,37.551309,127.146568
"900","South Korea","26",5,9825,37.550872,127.142675
"901","South Korea","26",5,5250,37.546248,127.156677
"902","South Korea","26",5,3575,37.54611,127.157235
"903","South Korea","26",5,275,37.545643,127.159185
"904","South Korea","26",5,4325,37.556305,127.161269
"905","South Korea","26",5,1775,37.55806,127.160298
"906","South Korea","26",5,2975,37.557603,127.163768
"907","South Korea","26",5,525,37.543327,127.153031
"908","South Korea","26",5,575,37.543904,127.150139
"909","South Korea","26",5,4925,37.545574,127.150759
"910","South Korea","26",5,0,37.555122,127.122071
"911","South Korea","26",5,0,37.555894,127.123626
"912","South Korea","26",5,775,37.554177,127.121803
"913","South Korea","26",5,7775,37.557207,127.124018
"914","South Korea","26",5,550,37.543237,127.153084
"915","South Korea","26",5,7250,37.544996,127.12637
"916","South Korea","26",5,5075,37.543756,127.125974
"917","South Korea","26",5,1950,37.543881,127.126461
"929","China","27",10,42,26.87348611,100.2730306
"930","China","27",10,59,26.82286667,100.1195778
"931","China","27",10,75,26.89117778,100.0097167
"932","China","27",10,83,27.04007778,99.907325
"933","China","27",10,125,27.82320556,99.67481944
"934","China","27",10,58,28.36652778,99.20216111
"935","China","27",10,109,28.58055556,99.17333333
"936","China","27",10,117,28.62889722,99.17258056
"937","China","27",10,134,28.786725,99.11368889
"938","China","27",10,17,28.93278611,99.12700833
"939","China","27",10,17,29.02093611,99.28319444
"940","China","27",10,42,29.16505833,99.34861389
"941","China","27",10,50,29.33604167,99.07046389
"942","China","27",10,50,29.70624722,98.99881111
"943","China","27",10,58,30.17895556,99.20410833
"944","China","27",10,64,30.96838056,98.96859444
"945","China","27",10,74,31.12571111,98.87856667
"946","China","27",10,92,31.78390278,98.46862778
"947","China","27",10,101,31.63819444,98.59246667
"948","China","27",10,16,31.95165,98.89569444
"949","China","27",10,25,32.19245278,98.83505
"950","China","27",10,42,32.32469167,98.40956111
"951","China","27",10,50,32.45614722,98.00595278
"952","China","27",10,58,32.51222222,97.85444444
"953","China","27",10,67,32.87184444,97.38510833
"954","China","27",10,67,33.00621667,97.12439167
"955","China","27",10,75,33.06586667,97.1737
"956","China","27",10,75,33.18124444,97.04674167
"957","China","27",10,92,33.41125278,97.29471944
"958","China","27",10,100,33.54084444,96.71003889
"959","China","27",10,126,33.46025278,96.64183889
"960","China","27",10,126,34.03610278,95.82391944
"961","China","27",10,217,33.20481667,96.56356667
"964","Portugal","28",5,0,39.858395,-7.420188
"965","Portugal","28",5,1000,39.858395,-7.420188
"966","Portugal","28",5,2000,39.858395,-7.420188
"967","Portugal","28",5,2000,40.261485,-7.477902
"968","Portugal","28",15,4000,40.261485,-7.477902
"969","Portugal","28",25,2000,40.261485,-7.477902
"970","Portugal","28",5,1000,40.261485,-7.477902
"971","Portugal","28",15,3000,40.261485,-7.477902
"972","Portugal","28",25,4000,40.261485,-7.477902
"973","Portugal","28",5,1000,40.261485,-7.477902
"974","Portugal","28",15,6000,40.261485,-7.477902
"975","Portugal","28",25,3000,40.261485,-7.477902
"976","Portugal","28",5,2000,40.246943,-7.493008
"977","Portugal","28",5,1000,40.246943,-7.493008
"978","Portugal","28",5,1000,40.246943,-7.493008
"979","Portugal","28",5,2000,40.244585,-7.503994
"980","Portugal","28",5,1000,40.244585,-7.503994
"981","Portugal","28",5,3000,40.244585,-7.503994
"982","Portugal","28",5,0,40.240654,-7.534722
"983","Portugal","28",15,1000,40.240654,-7.534722
"984","Portugal","28",25,7000,40.240654,-7.534722
"985","Portugal","28",5,1000,40.240654,-7.534722
"986","Portugal","28",15,6000,40.240654,-7.534722
"987","Portugal","28",25,3000,40.240654,-7.534722
"988","Portugal","28",5,0,40.240654,-7.534722
"989","Portugal","28",15,3000,40.240654,-7.534722
"990","Portugal","28",25,1000,40.240654,-7.534722
"991","Portugal","28",5,0,40.293571,-7.490605
"992","Portugal","28",5,0,40.293571,-7.490605
"993","Portugal","28",5,1000,40.293571,-7.490605
"994","Portugal","28",5,4000,40.29619,-7.491978
"995","Portugal","28",5,3000,40.29619,-7.491978
"996","Portugal","28",5,6000,40.29619,-7.491978
"997","Portugal","28",5,2000,40.305943,-7.478138
"998","Portugal","28",15,6000,40.305943,-7.478138
"999","Portugal","28",25,3000,40.305943,-7.478138
"1000","Portugal","28",5,1000,40.305943,-7.478138
"1001","Portugal","28",15,5000,40.305943,-7.478138
"1002","Portugal","28",25,4000,40.305943,-7.478138
"1003","Portugal","28",5,1000,40.305943,-7.478138
"1004","Portugal","28",15,4000,40.305943,-7.478138
"1005","Portugal","28",25,3000,40.305943,-7.478138
"1006","Portugal","28",5,1000,40.306619,-7.478559
"1007","Portugal","28",15,19000,40.306619,-7.478559
"1008","Portugal","28",25,9000,40.306619,-7.478559
"1009","Portugal","28",5,2000,40.306619,-7.478559
"1010","Portugal","28",15,9000,40.306619,-7.478559
"1011","Portugal","28",25,2000,40.306619,-7.478559
"1012","Portugal","28",5,2000,40.306619,-7.478559
"1013","Portugal","28",15,14000,40.306619,-7.478559
"1014","Portugal","28",25,15000,40.306619,-7.478559
"1015","Portugal","28",5,3000,40.310322,-7.4787
"1016","Portugal","28",25,2000,40.310322,-7.4787
"1017","Portugal","28",15,11000,40.310322,-7.4787
"1018","Portugal","28",5,3000,40.310322,-7.4787
"1019","Portugal","28",25,9000,40.310322,-7.4787
"1020","Portugal","28",15,6000,40.310322,-7.4787
"1021","Portugal","28",5,2000,40.310322,-7.4787
"1022","Portugal","28",25,4000,40.310322,-7.4787
"1023","Portugal","28",15,8000,40.310322,-7.4787
"1024","Portugal","28",5,2000,40.310624,-7.479943
"1025","Portugal","28",25,8000,40.310624,-7.479943
"1026","Portugal","28",15,3000,40.310624,-7.479943
"1027","Portugal","28",5,3000,40.310624,-7.479943
"1028","Portugal","28",25,6000,40.310624,-7.479943
"1029","Portugal","28",15,2000,40.310624,-7.479943
"1030","Portugal","28",5,4000,40.310624,-7.479943
"1031","Portugal","28",25,2000,40.310624,-7.479943
"1032","Portugal","28",15,3000,40.310624,-7.479943
"1033","Portugal","28",5,6000,40.312712,-7.479378
"1034","Portugal","28",25,7000,40.312712,-7.479378
"1035","Portugal","28",15,2000,40.312712,-7.479378
"1036","Portugal","28",5,3000,40.312712,-7.479378
"1037","Portugal","28",25,11000,40.312712,-7.479378
"1038","Portugal","28",15,4000,40.312712,-7.479378
"1039","Portugal","28",5,8000,40.312712,-7.479378
"1040","Portugal","28",25,4000,40.312712,-7.479378
"1041","Portugal","28",15,3000,40.312712,-7.479378
"1042","Portugal","28",5,4000,40.313078,-7.477995
"1043","Portugal","28",25,3000,40.313078,-7.477995
"1044","Portugal","28",15,4000,40.313078,-7.477995
"1045","Portugal","28",5,2000,40.313078,-7.477995
"1046","Portugal","28",25,3000,40.313078,-7.477995
"1047","Portugal","28",15,10000,40.313078,-7.477995
"1048","Portugal","28",5,3000,40.313078,-7.477995
"1049","Portugal","28",25,11000,40.313078,-7.477995
"1050","Portugal","28",15,4000,40.313078,-7.477995
"1051","Portugal","28",5,3000,40.310818,-7.47647
"1052","Portugal","28",5,1000,40.310818,-7.47647
"1053","Portugal","28",5,1000,40.310818,-7.47647
"1054","Portugal","28",5,1000,40.313013,-7.476809
"1055","Portugal","28",5,3000,40.313013,-7.476809
"1056","Portugal","28",5,1000,40.313013,-7.476809
"1057","Portugal","28",5,3000,40.313099,-7.47791
"1058","Portugal","28",5,6000,40.313099,-7.47791
"1059","Portugal","28",5,5000,40.313099,-7.47791
"1060","Portugal","28",5,5000,40.313336,-7.478644
"1061","Portugal","28",5,3000,40.313336,-7.478644
"1062","Portugal","28",5,2000,40.313336,-7.478644
"1063","Portugal","28",5,2000,40.312647,-0.48014
"1064","Portugal","28",15,5000,40.312647,-0.48014
"1065","Portugal","28",25,3000,40.312647,-0.48014
"1066","Portugal","28",5,3000,40.312647,-0.48014
"1067","Portugal","28",15,8000,40.312647,-0.48014
"1068","Portugal","28",25,4000,40.312647,-0.48014
"1069","Portugal","28",5,1000,40.312647,-0.48014
"1070","Portugal","28",15,6000,40.312647,-0.48014
"1071","Portugal","28",25,6000,40.312647,-0.48014
"1072","Portugal","28",5,0,40.312712,-7.479378
"1073","Portugal","28",5,2000,40.312712,-7.479378
"1074","Portugal","28",5,2000,40.312712,-7.479378
"1079","Indonesia","29",20,1350,-7.028512,110.359516
"1080","Indonesia","29",20,920,-7.022915,110.359127
"1081","Indonesia","29",20,2340,-7.021514,110.358127
"1084","China","30",20,8940,25.7281,101.8654
"1085","China","30",20,13260,25.729569,101.867729
"1086","China","30",20,7890,25.839208,101.836209
"1087","China","30",20,7140,25.72879,101.872952
"1088","China","30",20,4350,25.690522,101.884341
"1089","China","30",20,8550,25.906932,101.878113
"1090","China","30",20,6120,25.906824,101.878241
"1091","China","30",20,7260,25.499691,101.927317
"1092","China","30",20,16480,24.152613,102.458615
"1093","China","30",20,24120,24.152133,102.463582
"1094","China","30",20,16760,24.1539,102.44861
"1095","China","30",20,19960,24.150658,102.465567
"1096","China","31",20,1224.49,46.748624,124.974804
"1097","China","31",20,6734.69,46.701123,124.80015
"1098","China","31",20,3673.47,46.566114,124.809923
"1099","China","31",20,2346.94,46.554728,124.950942
"1100","China","31",20,1224.49,46.538524,125.091919
"1101","China","31",20,1428.57,46.442204,125.227253
"1102","China","31",20,1530.61,46.344587,124.721002
"1103","China","31",20,4693.88,46.757175,125.09318
"1104","China","31",20,1632.65,46.672292,125.236244
"1105","China","31",20,1122.45,46.63712,125.133419
"1106","China","31",20,1530.61,46.594807,124.864484
"1107","China","31",20,2142.86,46.509094,125.027321
"1108","China","31",20,2346.94,46.744682,125.134327
"1109","China","31",20,1938.78,46.713046,124.859825
"1110","China","31",20,2142.86,46.671585,124.958496
"1111","China","31",20,7346.94,46.629399,125.04055
"1112","China","31",20,714.29,46.303881,124.891097
"1113","China","31",20,2346.94,46.160615,124.805514
"1114","China","31",20,1224.49,46.728301,124.93206
"1115","China","31",20,2142.86,46.668758,125.086212
"1116","China","31",20,1632.65,46.612608,124.914354
"1117","China","31",20,2346.94,46.605247,124.990037
"1118","China","31",20,714.29,46.535912,124.880261
"1119","China","31",20,1836.73,46.508671,125.087242
"1120","China","31",20,1938.78,46.675442,124.860649
"1121","China","31",20,1326.53,46.670642,125.023963
"1122","China","31",20,1734.69,46.631737,125.180094
"1123","China","31",20,1224.49,46.581164,125.160627
"1124","China","31",20,11122.45,46.485495,124.852001
"1125","China","31",20,1734.69,46.62548,124.847087
"1126","China","31",20,8571.43,46.564343,124.896734
"1127","China","31",20,1530.61,46.495792,124.933433
"1128","China","31",20,1224.49,46.444836,125.174875
"1129","China","31",20,1020.41,46.402444,124.881463
"1130","China","31",20,1734.69,46.031023,124.805136
"1131","China","31",20,2244.9,46.847277,125.062866
"1132","China","31",20,1326.53,46.690193,125.153846
"1133","China","31",20,3163.27,46.599331,125.131359
"1134","China","31",20,1224.49,46.483266,125.170805
"1135","China","31",20,2142.86,46.127746,124.584617
"1136","China","32",20,259,36.4281,115.6993
"1137","China","32",20,302,36.5347,115.7883
"1138","China","32",20,367,36.386,116.1374
"1139","China","32",20,388,36.3526,116.0148
"1140","China","32",20,421,36.6775,115.9462
"1141","China","32",20,421,36.7581,115.9497
"1142","China","32",20,464,36.7436,115.7671
"1143","China","32",20,486,36.8804,116.2941
"1144","China","32",20,496,36.7482,116.1227
"1145","China","32",20,626,36.5477,115.9847
"1146","China","32",20,658,36.5174,116.2889
"1147","China","32",20,788,36.6089,116.1828
"1148","China","32",20,1025,36.2786,116.2077
"1149","China","32",20,324,36.6794,115.798
"1150","China","32",20,345,36.5146,115.8801
"1151","China","32",20,356,36.3475,115.9157
"1152","China","32",20,442,36.5789,115.6599
"1153","China","32",20,669,36.5767,115.6577
"1154","China","32",20,842,36.5825,115.7564
"1155","China","32",20,917,36.7891,115.652
"1156","China","32",20,1046,36.8016,115.72
"1157","China","32",20,302,36.2255,115.9695
"1158","China","32",20,345,36.3823,115.7195
"1159","China","32",20,367,36.3806,115.8371
"1160","China","32",20,518,36.386,116.1375
"1161","China","32",20,939,36.35,116.0997
"1162","China","32",20,1079,36.3325,116.098
"1163","China","32",20,1230,36.3545,116.0501
"1164","China","32",20,2417,36.2819,116.0623
"1165","China","32",20,291,36.2309,115.8665
"1166","China","32",20,378,36.3771,115.7561
"1167","China","32",20,442,36.6745,115.7746
"1168","China","32",20,583,36.5146,115.8797
"1169","China","32",20,604,36.8348,116.2762
"1170","China","32",20,637,36.5866,115.9816
"1171","China","32",20,723,36.621,115.9772
"1172","China","32",20,982,36.6086,116.1107
"1173","China","32",20,1090,36.604,116.3425
"1175","China","33",10,23085.76,40.079155,116.845694
"1176","China","33",10,13579.86,40.076649,116.866586
"1177","China","33",10,11542.88,40.078982,116.900577
"1178","China","33",10,21552.55,40.085462,116.952072
"1179","China","33",10,22866.73,40.100062,116.918419
"1180","China","33",10,17347.18,40.105331,116.87291
"1181","China","33",10,17653.2,36.254629,119.830327
"1182","China","33",10,26480.73,36.268143,119.831087
"1183","China","33",10,19690.8,36.26309,119.837402
"1184","China","33",10,52445.52,36.26286,119.837877
"1185","China","33",10,53208.65,36.271205,119.841058
"1186","China","33",10,25844.2,36.265655,119.851503
"1187","China","33",10,35725.8,37.35049,116.498313
"1188","China","33",10,28884.69,37.344815,116.455898
"1189","China","33",10,53968.77,37.367144,116.456879
"1190","China","33",10,33949.65,41.036651,80.226563
"1191","China","33",10,22405.77,40.936505,80.373815
"1192","China","33",10,34628.64,40.548605,80.306593
"1193","China","33",10,46850.52,40.607829,80.236814
"1194","China","33",10,38023.61,40.606584,80.33797
"1195","China","33",10,39381.59,40.567463,80.290671
"1196","China","33",10,31912.67,41.149428,80.182566
"1197","China","33",10,23764.76,41.17743,80.182566
"1198","China","33",10,27838.71,41.175994,80.13883
"1201","Korea","34",25,80,35.29426,128.779091
"1202","Korea","34",25,80,35.291354,128.779251
"1203","Korea","34",25,49,35.290933,128.779513
"1204","Korea","34",25,90,35.293296,128.784259
"1205","Korea","34",25,68,35.29002,128.785403
"1206","Korea","34",25,109,35.176507,128.699957
"1207","Korea","34",25,113,35.17492,128.699099
"1208","Korea","34",25,82,35.174648,128.701459
"1209","Korea","34",25,104,35.173675,128.697457
"1210","Korea","34",25,81,35.172307,128.697071
"1213","China","35",5,4174,34.287741,109.005333
"1214","China","35",5,1858,34.276644,108.958211
"1215","China","35",5,934,34.294189,109.008041
"1216","China","35",5,2993,34.24039,108.939822
"1217","China","35",5,4580,34.450464,109.054009
"1218","China","35",5,1295,34.42848,109.007547
"1219","China","35",5,1491,34.241546,109.048708
"1220","China","35",5,1409,34.193848,108.99761
"1221","China","35",5,2172,34.28831,109.034384
"1222","China","35",5,1084,34.347986,108.765634
"1223","China","35",5,1987,34.338015,108.742063
"1224","China","35",5,1698,34.339156,108.755929
"1225","China","35",5,440,34.365176,108.672854
"1226","China","35",5,1455,34.319159,108.69722
"1227","China","35",5,1213,34.280514,107.774436
"1228","China","35",5,578,34.244526,107.814555
"1229","China","35",5,2131,34.244491,107.809672
"1230","China","35",5,1321,34.244792,107.800906
"1231","Antarctica","36",1,218.1818182,-62.195838,-58.9744
"1232","Antarctica","36",1,72.72727273,-62.195987,-58.974407
"1233","Antarctica","36",1,127.2727273,-62.196591,-58.973319
